case,source_platform,rating_1_5,text,stance,theme_codes,pulled_by,post_date,has_text,unnamed_9,post_date_norm,year,ym,rating_1_5_num
KTR,GoogleMaps,5,"Был там 2 раза. Жалко не смог попасть на самый верх — нет лестницы или другого хода. Только если по крыше идти. Место супер, даёт о многом подумать. Обстановка заставляет задуматься, как тут всё работало. Огромные цеха, училище, больница. Посетили спортзал, энергетика завораживает. Кстати, там снимали фильм про войну.",neutral,history,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,"Был там 2 раза. Жалко не смог попасть на самый верх — нет лестницы или другого хода. Только если по крыше идти. Место супер, даёт о многом подумать. Обстановка заставляет задуматься, как тут всё работало. Огромные цеха, училище, больница. Посетили спортзал, энергетика завораживает. Кстати, там снимали фильм про войну.",neutral,memory,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,"Был там 2 раза. Жалко не смог попасть на самый верх — нет лестницы или другого хода. Только если по крыше идти. Место супер, даёт о многом подумать. Обстановка заставляет задуматься, как тут всё работало. Огромные цеха, училище, больница. Посетили спортзал, энергетика завораживает. Кстати, там снимали фильм про войну.",neutral,exploration,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,"Был там 2 раза. Жалко не смог попасть на самый верх — нет лестницы или другого хода. Только если по крыше идти. Место супер, даёт о многом подумать. Обстановка заставляет задуматься, как тут всё работало. Огромные цеха, училище, больница. Посетили спортзал, энергетика завораживает. Кстати, там снимали фильм про войну.",neutral,cinema,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,"Был там 2 раза. Жалко не смог попасть на самый верх — нет лестницы или другого хода. Только если по крыше идти. Место супер, даёт о многом подумать. Обстановка заставляет задуматься, как тут всё работало. Огромные цеха, училище, больница. Посетили спортзал, энергетика завораживает. Кстати, там снимали фильм про войну.",neutral,architecture,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,(текст отсутствует — только оценка),positive,rating_only,Mariia,2021,no,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,3,"Цены отличные, ассортимент сейчас в сезон маленький :(",mixed,reuse,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,3
KTR,GoogleMaps,3,"Цены отличные, ассортимент сейчас в сезон маленький :(",mixed,commerce,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,3
KTR,GoogleMaps,3,"Цены отличные, ассортимент сейчас в сезон маленький :(",mixed,seasonal,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,3
KTR,GoogleMaps,5,(текст отсутствует — только оценка),neutral,rating_only,Mariia,2021,no,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,"Охрана закрывает вход с 0:00 до 6:00, днём открыт. Большинство входов замурованы, но есть лазейки. Часто видно последствия пожаров. За 3 часа встретил около 10 гуляющих (дети до 14). Опасно: дыры в полу, шахты, разрушенные лестницы. Но место атмосферное, архитектура впечатляет. Рекомендую всем любителям заброшек.",mixed,access,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,"Охрана закрывает вход с 0:00 до 6:00, днём открыт. Большинство входов замурованы, но есть лазейки. Часто видно последствия пожаров. За 3 часа встретил около 10 гуляющих (дети до 14). Опасно: дыры в полу, шахты, разрушенные лестницы. Но место атмосферное, архитектура впечатляет. Рекомендую всем любителям заброшек.",mixed,security,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,"Охрана закрывает вход с 0:00 до 6:00, днём открыт. Большинство входов замурованы, но есть лазейки. Часто видно последствия пожаров. За 3 часа встретил около 10 гуляющих (дети до 14). Опасно: дыры в полу, шахты, разрушенные лестницы. Но место атмосферное, архитектура впечатляет. Рекомендую всем любителям заброшек.",mixed,danger,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,"Охрана закрывает вход с 0:00 до 6:00, днём открыт. Большинство входов замурованы, но есть лазейки. Часто видно последствия пожаров. За 3 часа встретил около 10 гуляющих (дети до 14). Опасно: дыры в полу, шахты, разрушенные лестницы. Но место атмосферное, архитектура впечатляет. Рекомендую всем любителям заброшек.",mixed,fire,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,"Охрана закрывает вход с 0:00 до 6:00, днём открыт. Большинство входов замурованы, но есть лазейки. Часто видно последствия пожаров. За 3 часа встретил около 10 гуляющих (дети до 14). Опасно: дыры в полу, шахты, разрушенные лестницы. Но место атмосферное, архитектура впечатляет. Рекомендую всем любителям заброшек.",mixed,exploration,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,"Охрана закрывает вход с 0:00 до 6:00, днём открыт. Большинство входов замурованы, но есть лазейки. Часто видно последствия пожаров. За 3 часа встретил около 10 гуляющих (дети до 14). Опасно: дыры в полу, шахты, разрушенные лестницы. Но место атмосферное, архитектура впечатляет. Рекомендую всем любителям заброшек.",mixed,architecture,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,"Охрана закрывает вход с 0:00 до 6:00, днём открыт. Большинство входов замурованы, но есть лазейки. Часто видно последствия пожаров. За 3 часа встретил около 10 гуляющих (дети до 14). Опасно: дыры в полу, шахты, разрушенные лестницы. Но место атмосферное, архитектура впечатляет. Рекомендую всем любителям заброшек.",mixed,atmosphere,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,"Атмосферно, можно погулять часик, потом скучно. Народу очень много.",mixed,atmosphere,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,"Атмосферно, можно погулять часик, потом скучно. Народу очень много.",mixed,crowds,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,"Атмосферно, можно погулять часик, потом скучно. Народу очень много.",mixed,exploration,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,(текст отсутствует — только оценка),positive,rating_only,Mariia,2021,no,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,Для любителей нестандартного туризма.,positive,tourism,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,Для любителей нестандартного туризма.,positive,atmosphere,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,Для любителей нестандартного туризма.,positive,exploration,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,3,"Какое-то удручающее впечатление. Офисы, офисы… Почему бы не возродить завод или хотя бы сделать музей?",negative,reuse,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,3
KTR,GoogleMaps,3,"Какое-то удручающее впечатление. Офисы, офисы… Почему бы не возродить завод или хотя бы сделать музей?",negative,museum,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,3
KTR,GoogleMaps,3,"Какое-то удручающее впечатление. Офисы, офисы… Почему бы не возродить завод или хотя бы сделать музей?",negative,nostalgia,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,3
KTR,GoogleMaps,3,"Какое-то удручающее впечатление. Офисы, офисы… Почему бы не возродить завод или хотя бы сделать музей?",negative,disappointment,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,3
KTR,GoogleMaps,4,Желтоватый (автоперевод Google).,neutral,unclear,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,4
KTR,GoogleMaps,4,Желтоватый (автоперевод Google).,neutral,translation,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,4
KTR,GoogleMaps,4,"Место живёт, но часто горит.",mixed,danger,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,4
KTR,GoogleMaps,4,"Место живёт, но часто горит.",mixed,fire,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,4
KTR,GoogleMaps,4,"Место живёт, но часто горит.",mixed,atmosphere,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,4
KTR,GoogleMaps,2,"Такое производство угробили, а существовало с 1860.",negative,history,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,2
KTR,GoogleMaps,2,"Такое производство угробили, а существовало с 1860.",negative,decline,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,2
KTR,GoogleMaps,2,"Такое производство угробили, а существовало с 1860.",negative,nostalgia,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,2
KTR,GoogleMaps,1,Здесь старые дома и грязные.,negative,decay,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,1
KTR,GoogleMaps,1,Здесь старые дома и грязные.,negative,abandonment,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,1
KTR,GoogleMaps,2,"Разруха не в клозетах, а в головах!",negative,decline,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,2
KTR,GoogleMaps,2,"Разруха не в клозетах, а в головах!",negative,nostalgia,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,2
KTR,GoogleMaps,2,"Разруха не в клозетах, а в головах!",negative,critique,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,2
KTR,GoogleMaps,3,(текст отсутствует — только оценка),neutral,rating_only,Mariia,2021,no,NA,1905-07-13,1905,1905-07,3
KTR,GoogleMaps,2,(текст отсутствует — только оценка),neutral,rating_only,Mariia,2021,no,NA,1905-07-13,1905,1905-07,2
KTR,GoogleMaps,5,(текст отсутствует — только оценка),positive,rating_only,Mariia,2021,no,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,Я снимался там в сериале «Свои 4».,positive,cinema,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,Я снимался там в сериале «Свои 4».,positive,reuse,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,Я снимался там в сериале «Свои 4».,positive,atmosphere,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,"Попасть туда очень просто! Огромное количество самых разнообразных комнат, есть даже заброшенный офис! Всем советую!!!",positive,exploration,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,"Попасть туда очень просто! Огромное количество самых разнообразных комнат, есть даже заброшенный офис! Всем советую!!!",positive,abandonment,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,"Попасть туда очень просто! Огромное количество самых разнообразных комнат, есть даже заброшенный офис! Всем советую!!!",positive,reuse,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,"Попасть туда очень просто! Огромное количество самых разнообразных комнат, есть даже заброшенный офис! Всем советую!!!",positive,atmosphere,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,4,(текст отсутствует — только оценка),neutral,rating_only,Mariia,2021,no,NA,1905-07-13,1905,1905-07,4
KTR,GoogleMaps,5,(текст отсутствует — только оценка),neutral,rating_only,Mariia,2021,no,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,"Очень атмосферное место. Первый раз приезжала на бал-маскарад: полузаброшенные помещения, кирпичные стены, клубное освещение, электронная музыка — всё это придало загадочности. Второй раз — на занятия по йоге, и даже днём место выглядело потрясающе. Рекомендую любителям старых атмосферных застроек с историей.",positive,atmosphere,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,"Очень атмосферное место. Первый раз приезжала на бал-маскарад: полузаброшенные помещения, кирпичные стены, клубное освещение, электронная музыка — всё это придало загадочности. Второй раз — на занятия по йоге, и даже днём место выглядело потрясающе. Рекомендую любителям старых атмосферных застроек с историей.",positive,events,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,"Очень атмосферное место. Первый раз приезжала на бал-маскарад: полузаброшенные помещения, кирпичные стены, клубное освещение, электронная музыка — всё это придало загадочности. Второй раз — на занятия по йоге, и даже днём место выглядело потрясающе. Рекомендую любителям старых атмосферных застроек с историей.",positive,music,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,"Очень атмосферное место. Первый раз приезжала на бал-маскарад: полузаброшенные помещения, кирпичные стены, клубное освещение, электронная музыка — всё это придало загадочности. Второй раз — на занятия по йоге, и даже днём место выглядело потрясающе. Рекомендую любителям старых атмосферных застроек с историей.",positive,reuse,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,"Очень атмосферное место. Первый раз приезжала на бал-маскарад: полузаброшенные помещения, кирпичные стены, клубное освещение, электронная музыка — всё это придало загадочности. Второй раз — на занятия по йоге, и даже днём место выглядело потрясающе. Рекомендую любителям старых атмосферных застроек с историей.",positive,yoga,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,"Очень атмосферное место. Первый раз приезжала на бал-маскарад: полузаброшенные помещения, кирпичные стены, клубное освещение, электронная музыка — всё это придало загадочности. Второй раз — на занятия по йоге, и даже днём место выглядело потрясающе. Рекомендую любителям старых атмосферных застроек с историей.",positive,history,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,(текст отсутствует — только оценка),neutral,rating_only,Mariia,2021,no,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,(текст отсутствует — только оценка),neutral,rating_only,Mariia,2021,no,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,"Ходим в студию, грустно смотреть на то, что осталось от предприятия с 30 000 работников, выпускавших резину от галош до деталей для космоса. Сейчас этого нет.",negative,reuse,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,"Ходим в студию, грустно смотреть на то, что осталось от предприятия с 30 000 работников, выпускавших резину от галош до деталей для космоса. Сейчас этого нет.",negative,nostalgia,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,"Ходим в студию, грустно смотреть на то, что осталось от предприятия с 30 000 работников, выпускавших резину от галош до деталей для космоса. Сейчас этого нет.",negative,history,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,"Ходим в студию, грустно смотреть на то, что осталось от предприятия с 30 000 работников, выпускавших резину от галош до деталей для космоса. Сейчас этого нет.",negative,decline,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,"Сложно назвать место красивым, но интересным для посещения — однозначно, если любите заброшенки и аутентичность.",positive,exploration,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,"Сложно назвать место красивым, но интересным для посещения — однозначно, если любите заброшенки и аутентичность.",positive,atmosphere,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,"Сложно назвать место красивым, но интересным для посещения — однозначно, если любите заброшенки и аутентичность.",positive,authenticity,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,(текст отсутствует — только оценка),neutral,rating_only,Mariia,2021,no,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,(текст отсутствует — только оценка),neutral,rating_only,Mariia,2021,no,NA,1905-07-13,1905,1905-07,5
KTR,GoogleMaps,5,Это старый и красивый Питер.,positive,atmosphere,Mariia,2021,yes,NA,1905-07-13,1905,1905-07,5
