case,source_platform,rating_1_5,text,stance,theme_codes,pulled_by,post_date,has_text,unnamed_9,post_date_norm,year,ym,rating_1_5_num
DAA,YandexMaps,5,Очень уютное пространство. Вкусные завтраки и десерты. Есть парковка. Много мастерских и магазинчиков.,positive,workshops,Mariia,2 сентября 2021,yes,NA,2021-09-02,2021,2021-09,5
DAA,YandexMaps,5,Очень уютное пространство. Вкусные завтраки и десерты. Есть парковка. Много мастерских и магазинчиков.,positive,retail,Mariia,2 сентября 2021,yes,NA,2021-09-02,2021,2021-09,5
DAA,YandexMaps,5,"Интересное место, советую",positive,recommendation_general,Mariia,31 августа 2021,yes,NA,2021-08-31,2021,2021-08,5
DAA,YandexMaps,5,"Атмосферное общественное пространство... шоу-румы компаний мебели, дизайна, света, отделки.",positive,public_space,Mariia,25 августа 2021,yes,NA,2021-08-25,2021,2021-08,5
DAA,YandexMaps,5,"Атмосферное общественное пространство... шоу-румы компаний мебели, дизайна, света, отделки.",positive,showrooms,Mariia,25 августа 2021,yes,NA,2021-08-25,2021,2021-08,5
DAA,YandexMaps,5,"Атмосферное общественное пространство... шоу-румы компаний мебели, дизайна, света, отделки.",positive,design_cluster,Mariia,25 августа 2021,yes,NA,2021-08-25,2021,2021-08,5
DAA,YandexMaps,5,"Арт-пространства, магазинчики, кафешки - все для творческих людей.",positive,art_space,Mariia,24 августа 2021,yes,NA,2021-08-24,2021,2021-08,5
DAA,YandexMaps,5,"Арт-пространства, магазинчики, кафешки - все для творческих людей.",positive,retail,Mariia,24 августа 2021,yes,NA,2021-08-24,2021,2021-08,5
DAA,YandexMaps,5,"Арт-пространства, магазинчики, кафешки - все для творческих людей.",positive,cafes,Mariia,24 августа 2021,yes,NA,2021-08-24,2021,2021-08,5
DAA,YandexMaps,5,"Арт-пространства, магазинчики, кафешки - все для творческих людей.",positive,creative_community,Mariia,24 августа 2021,yes,NA,2021-08-24,2021,2021-08,5
DAA,YandexMaps,5,Не разочаровали.,positive,neutral_brief,Mariia,24 августа 2021,yes,NA,2021-08-24,2021,2021-08,5
DAA,YandexMaps,5,"Крутое городское пространство. Выставки, шоурумы, еда...",positive,public_space,Mariia,22 августа 2021,yes,NA,2021-08-22,2021,2021-08,5
DAA,YandexMaps,5,"Крутое городское пространство. Выставки, шоурумы, еда...",positive,events,Mariia,22 августа 2021,yes,NA,2021-08-22,2021,2021-08,5
DAA,YandexMaps,5,"Крутое городское пространство. Выставки, шоурумы, еда...",positive,showrooms,Mariia,22 августа 2021,yes,NA,2021-08-22,2021,2021-08,5
DAA,YandexMaps,5,"Крутое городское пространство. Выставки, шоурумы, еда...",positive,food_drink,Mariia,22 августа 2021,yes,NA,2021-08-22,2021,2021-08,5
DAA,YandexMaps,2,Парковки практически нет. Внутри мало чего интересного... кафе дорогие (особенно «Вокзал»).,negative,parking_issue,Mariia,18 августа 2021,yes,NA,2021-08-18,2021,2021-08,2
DAA,YandexMaps,2,Парковки практически нет. Внутри мало чего интересного... кафе дорогие (особенно «Вокзал»).,negative,value_for_money_negative,Mariia,18 августа 2021,yes,NA,2021-08-18,2021,2021-08,2
DAA,YandexMaps,2,Парковки практически нет. Внутри мало чего интересного... кафе дорогие (особенно «Вокзал»).,negative,cafe_pricing_high,Mariia,18 августа 2021,yes,NA,2021-08-18,2021,2021-08,2
DAA,YandexMaps,2,Парковки практически нет. Внутри мало чего интересного... кафе дорогие (особенно «Вокзал»).,negative,uniqueness_low,Mariia,18 августа 2021,yes,NA,2021-08-18,2021,2021-08,2
DAA,YandexMaps,4,"очень приятное место, только не очень понятно, что там делать",mixed,atmosphere,Mariia,15 августа 2021,yes,NA,2021-08-15,2021,2021-08,4
DAA,YandexMaps,4,"очень приятное место, только не очень понятно, что там делать",mixed,programming_unclear,Mariia,15 августа 2021,yes,NA,2021-08-15,2021,2021-08,4
DAA,YandexMaps,2,Во всем комплексе не работает вентиляция. Дышать нечем.,negative,climate_control_issue,Mariia,12 августа 2021,yes,NA,2021-08-12,2021,2021-08,2
DAA,YandexMaps,2,Во всем комплексе не работает вентиляция. Дышать нечем.,negative,ventilation,Mariia,12 августа 2021,yes,NA,2021-08-12,2021,2021-08,2
DAA,YandexMaps,5,Понравился магазин японских красок Kansas Paint,positive,tenant_specific,Mariia,12 августа 2021,yes,NA,2021-08-12,2021,2021-08,5
DAA,YandexMaps,5,Понравился магазин японских красок Kansas Paint,positive,retail,Mariia,12 августа 2021,yes,NA,2021-08-12,2021,2021-08,5
DAA,YandexMaps,4,"Являюсь резидентом... отличный офис, благоустроенная территория; маленькая и неорганизованная парковка; два вкусных кафе.",mixed,offices,Mariia,11 августа 2021,yes,NA,2021-08-11,2021,2021-08,4
DAA,YandexMaps,4,"Являюсь резидентом... отличный офис, благоустроенная территория; маленькая и неорганизованная парковка; два вкусных кафе.",mixed,campus_quality,Mariia,11 августа 2021,yes,NA,2021-08-11,2021,2021-08,4
DAA,YandexMaps,4,"Являюсь резидентом... отличный офис, благоустроенная территория; маленькая и неорганизованная парковка; два вкусных кафе.",mixed,parking_issue,Mariia,11 августа 2021,yes,NA,2021-08-11,2021,2021-08,4
DAA,YandexMaps,4,"Являюсь резидентом... отличный офис, благоустроенная территория; маленькая и неорганизованная парковка; два вкусных кафе.",mixed,cafes,Mariia,11 августа 2021,yes,NA,2021-08-11,2021,2021-08,4
DAA,YandexMaps,5,Очень интересная площадка... дизайнерская мебель и декор; красиво организовано лаундж-пространство.,positive,retail,Mariia,1 августа 2021,yes,NA,2021-08-01,2021,2021-08,5
DAA,YandexMaps,5,Очень интересная площадка... дизайнерская мебель и декор; красиво организовано лаундж-пространство.,positive,public_space,Mariia,1 августа 2021,yes,NA,2021-08-01,2021,2021-08,5
DAA,YandexMaps,5,Очень интересная площадка... дизайнерская мебель и декор; красиво организовано лаундж-пространство.,positive,lounge,Mariia,1 августа 2021,yes,NA,2021-08-01,2021,2021-08,5
DAA,YandexMaps,5,Много интересных вещей на любой вкус.,positive,retail_variety,Mariia,26 июля 2021,yes,NA,2021-07-26,2021,2021-07,5
DAA,YandexMaps,4,"приезжайте туда, чтобы просто погулять. очень классная локация",positive,public_space,Mariia,24 июля 2021,yes,NA,2021-07-24,2021,2021-07,4
DAA,YandexMaps,4,"приезжайте туда, чтобы просто погулять. очень классная локация",positive,leisure_walk,Mariia,24 июля 2021,yes,NA,2021-07-24,2021,2021-07,4
DAA,YandexMaps,5,Рабочее пространство для идей и вдохновения. Масштабный шоу-рум Slotex впечатляет!,positive,design_hub,Mariia,20 января 2022,yes,NA,2022-01-20,2022,2022-01,5
DAA,YandexMaps,5,Рабочее пространство для идей и вдохновения. Масштабный шоу-рум Slotex впечатляет!,positive,showroom,Mariia,20 января 2022,yes,NA,2022-01-20,2022,2022-01,5
DAA,YandexMaps,5,Рабочее пространство для идей и вдохновения. Масштабный шоу-рум Slotex впечатляет!,positive,inspiration,Mariia,20 января 2022,yes,NA,2022-01-20,2022,2022-01,5
DAA,YandexMaps,3,"Есть интересные магазины с необычными решениями. Много офисов, но большинство пустые… как будто заброшенный ТЦ.",mixed,showrooms,Mariia,18 января 2022,yes,NA,2022-01-18,2022,2022-01,3
DAA,YandexMaps,3,"Есть интересные магазины с необычными решениями. Много офисов, но большинство пустые… как будто заброшенный ТЦ.",mixed,vacancy,Mariia,18 января 2022,yes,NA,2022-01-18,2022,2022-01,3
DAA,YandexMaps,3,"Есть интересные магазины с необычными решениями. Много офисов, но большинство пустые… как будто заброшенный ТЦ.",mixed,weekend_closure,Mariia,18 января 2022,yes,NA,2022-01-18,2022,2022-01,3
DAA,YandexMaps,3,"Есть интересные магазины с необычными решениями. Много офисов, но большинство пустые… как будто заброшенный ТЦ.",mixed,atmosphere,Mariia,18 января 2022,yes,NA,2022-01-18,2022,2022-01,3
DAA,YandexMaps,5,Хорошо,positive,neutral_general,Mariia,23 января 2022,yes,NA,2022-01-23,2022,2022-01,5
DAA,YandexMaps,5,Рабочее пространство для идей и вдохновения. Масштабный шоу-рум Slotex впечатляет!,positive,design_hub,Mariia,20 января 2022,yes,NA,2022-01-20,2022,2022-01,5
DAA,YandexMaps,5,Рабочее пространство для идей и вдохновения. Масштабный шоу-рум Slotex впечатляет!,positive,showroom,Mariia,20 января 2022,yes,NA,2022-01-20,2022,2022-01,5
DAA,YandexMaps,5,Рабочее пространство для идей и вдохновения. Масштабный шоу-рум Slotex впечатляет!,positive,inspiration,Mariia,20 января 2022,yes,NA,2022-01-20,2022,2022-01,5
DAA,YandexMaps,3,"Есть интересные магазины… в выходные кажется, что заброшенный ТЦ.",mixed,showrooms,Mariia,18 января 2022,yes,NA,2022-01-18,2022,2022-01,3
DAA,YandexMaps,3,"Есть интересные магазины… в выходные кажется, что заброшенный ТЦ.",mixed,vacancy,Mariia,18 января 2022,yes,NA,2022-01-18,2022,2022-01,3
DAA,YandexMaps,3,"Есть интересные магазины… в выходные кажется, что заброшенный ТЦ.",mixed,weekend_closure,Mariia,18 января 2022,yes,NA,2022-01-18,2022,2022-01,3
DAA,YandexMaps,5,"Мне нравится это пространство… всё для ремонта, отделки и интерьера, всегда есть парковочные места.",positive,design_hub,Mariia,16 января 2022,yes,NA,2022-01-16,2022,2022-01,5
DAA,YandexMaps,5,"Мне нравится это пространство… всё для ремонта, отделки и интерьера, всегда есть парковочные места.",positive,remodeling,Mariia,16 января 2022,yes,NA,2022-01-16,2022,2022-01,5
DAA,YandexMaps,5,"Мне нравится это пространство… всё для ремонта, отделки и интерьера, всегда есть парковочные места.",positive,parking,Mariia,16 января 2022,yes,NA,2022-01-16,2022,2022-01,5
DAA,YandexMaps,5,Хорошее место. Есть много интересного,positive,neutral_general,Mariia,11 января 2022,yes,NA,2022-01-11,2022,2022-01,5
DAA,YandexMaps,5,"Отличное пространство для дизайнеров, архитекторов… кафе в центре пространства",positive,design_hub,Mariia,9 января 2022,yes,NA,2022-01-09,2022,2022-01,5
DAA,YandexMaps,5,"Отличное пространство для дизайнеров, архитекторов… кафе в центре пространства",positive,remodeling,Mariia,9 января 2022,yes,NA,2022-01-09,2022,2022-01,5
DAA,YandexMaps,5,"Отличное пространство для дизайнеров, архитекторов… кафе в центре пространства",positive,cafes,Mariia,9 января 2022,yes,NA,2022-01-09,2022,2022-01,5
DAA,YandexMaps,5,"Отличный стильный центр… но отопление минимальное, из вентиляции дует холодный воздух.",mixed,design_hub,Mariia,1 января 2022,yes,NA,2022-01-01,2022,2022-01,5
DAA,YandexMaps,5,"Отличный стильный центр… но отопление минимальное, из вентиляции дует холодный воздух.",mixed,showrooms,Mariia,1 января 2022,yes,NA,2022-01-01,2022,2022-01,5
DAA,YandexMaps,5,"Отличный стильный центр… но отопление минимальное, из вентиляции дует холодный воздух.",mixed,heating_issue,Mariia,1 января 2022,yes,NA,2022-01-01,2022,2022-01,5
DAA,YandexMaps,5,"Отличный стильный центр… но отопление минимальное, из вентиляции дует холодный воздух.",mixed,ventilation_issue,Mariia,1 января 2022,yes,NA,2022-01-01,2022,2022-01,5
DAA,YandexMaps,5,"Отличный стильный центр… но отопление минимальное, из вентиляции дует холодный воздух.",mixed,parking,Mariia,1 января 2022,yes,NA,2022-01-01,2022,2022-01,5
DAA,YandexMaps,5,Хорошее место… у нас здесь шоурум старинных часов и граммофонов.,positive,showrooms,Mariia,28 декабря 2021,yes,NA,2021-12-28,2021,2021-12,5
DAA,YandexMaps,5,Хорошее место… у нас здесь шоурум старинных часов и граммофонов.,positive,vintage,Mariia,28 декабря 2021,yes,NA,2021-12-28,2021,2021-12,5
DAA,YandexMaps,5,Хорошее место… у нас здесь шоурум старинных часов и граммофонов.,positive,retail,Mariia,28 декабря 2021,yes,NA,2021-12-28,2021,2021-12,5
DAA,YandexMaps,3,Место не очень развито. Пока только 3. Редкие выставки.,neutral,events_frequency_low,Mariia,28 декабря 2021,yes,NA,2021-12-28,2021,2021-12,3
DAA,YandexMaps,3,Место не очень развито. Пока только 3. Редкие выставки.,neutral,development_stage,Mariia,28 декабря 2021,yes,NA,2021-12-28,2021,2021-12,3
DAA,YandexMaps,5,Был на рождественской ярмарке… огромное промышленное помещение — удовольствие.,positive,events_market,Mariia,27 декабря 2021,yes,NA,2021-12-27,2021,2021-12,5
DAA,YandexMaps,5,Был на рождественской ярмарке… огромное промышленное помещение — удовольствие.,positive,industrial_atmosphere,Mariia,27 декабря 2021,yes,NA,2021-12-27,2021,2021-12,5
DAA,YandexMaps,5,Один из лучших интерьерных торговых центров. Есть всё для ремонта и отделки!,positive,design_hub,Mariia,26 декабря 2021,yes,NA,2021-12-26,2021,2021-12,5
DAA,YandexMaps,5,Один из лучших интерьерных торговых центров. Есть всё для ремонта и отделки!,positive,remodeling,Mariia,26 декабря 2021,yes,NA,2021-12-26,2021,2021-12,5
DAA,YandexMaps,5,Один из лучших интерьерных торговых центров. Есть всё для ремонта и отделки!,positive,retail,Mariia,26 декабря 2021,yes,NA,2021-12-26,2021,2021-12,5
DAA,YandexMaps,3,"Непонятное место: много арендаторов, мастерских, нет реклам и вывесок.",neutral,navigation_issue,Mariia,11 декабря 2021,yes,NA,2021-12-11,2021,2021-12,3
DAA,YandexMaps,3,"Непонятное место: много арендаторов, мастерских, нет реклам и вывесок.",neutral,communication,Mariia,11 декабря 2021,yes,NA,2021-12-11,2021,2021-12,3
DAA,YandexMaps,3,Хорошо,neutral,neutral_general,Mariia,9 декабря 2021,yes,NA,2021-12-09,2021,2021-12,3
DAA,YandexMaps,5,Отличный б/цн,positive,offices,Mariia,7 декабря 2021,yes,NA,2021-12-07,2021,2021-12,5
DAA,YandexMaps,5,Отличный б/цн,positive,business_use,Mariia,7 декабря 2021,yes,NA,2021-12-07,2021,2021-12,5
DAA,YandexMaps,4,Много интересного. Но дорого,mixed,showrooms,Mariia,5 декабря 2021,yes,NA,2021-12-05,2021,2021-12,4
DAA,YandexMaps,4,Много интересного. Но дорого,mixed,pricing_high,Mariia,5 декабря 2021,yes,NA,2021-12-05,2021,2021-12,4
DAA,YandexMaps,5,"Отличный шоурум, только проблема с парковкой.",mixed,showroom,Mariia,3 декабря 2021,yes,NA,2021-12-03,2021,2021-12,5
DAA,YandexMaps,5,"Отличный шоурум, только проблема с парковкой.",mixed,parking_issue,Mariia,3 декабря 2021,yes,NA,2021-12-03,2021,2021-12,5
DAA,YandexMaps,5,Атмосферно!,positive,atmosphere,Mariia,29 ноября 2021,yes,NA,2021-11-29,2021,2021-11,5
DAA,YandexMaps,4,"Огромная дизайнерская локация, неудобно добираться, в большом павильоне холодно.",mixed,design_hub,Mariia,29 ноября 2021,yes,NA,2021-11-29,2021,2021-11,4
DAA,YandexMaps,4,"Огромная дизайнерская локация, неудобно добираться, в большом павильоне холодно.",mixed,accessibility,Mariia,29 ноября 2021,yes,NA,2021-11-29,2021,2021-11,4
DAA,YandexMaps,4,"Огромная дизайнерская локация, неудобно добираться, в большом павильоне холодно.",mixed,cold,Mariia,29 ноября 2021,yes,NA,2021-11-29,2021,2021-11,4
DAA,YandexMaps,5,Классное атмосферное место… кафе и площадка для массовых мероприятий.,positive,atmosphere,Mariia,23 ноября 2021,yes,NA,2021-11-23,2021,2021-11,5
DAA,YandexMaps,5,Классное атмосферное место… кафе и площадка для массовых мероприятий.,positive,events,Mariia,23 ноября 2021,yes,NA,2021-11-23,2021,2021-11,5
DAA,YandexMaps,5,Классное атмосферное место… кафе и площадка для массовых мероприятий.,positive,cafes,Mariia,23 ноября 2021,yes,NA,2021-11-23,2021,2021-11,5
DAA,YandexMaps,5,Крутейшее место для ремонта,positive,remodeling,Mariia,21 ноября 2021,yes,NA,2021-11-21,2021,2021-11,5
DAA,YandexMaps,5,Крутейшее место для ремонта,positive,design_hub,Mariia,21 ноября 2021,yes,NA,2021-11-21,2021,2021-11,5
DAA,YandexMaps,4,"Очень интересно, но ничего не понятно… простому обывателю неясно, зачем идти кроме выставки и кофе.",mixed,atmosphere,Mariia,13 ноября 2021,yes,NA,2021-11-13,2021,2021-11,4
DAA,YandexMaps,4,"Очень интересно, но ничего не понятно… простому обывателю неясно, зачем идти кроме выставки и кофе.",mixed,events,Mariia,13 ноября 2021,yes,NA,2021-11-13,2021,2021-11,4
DAA,YandexMaps,4,"Очень интересно, но ничего не понятно… простому обывателю неясно, зачем идти кроме выставки и кофе.",mixed,usability_general,Mariia,13 ноября 2021,yes,NA,2021-11-13,2021,2021-11,4
DAA,YandexMaps,4,"Очень интересно, но ничего не понятно… простому обывателю неясно, зачем идти кроме выставки и кофе.",mixed,navigation_issue,Mariia,13 ноября 2021,yes,NA,2021-11-13,2021,2021-11,4
DAA,YandexMaps,5,"Отличное место, внутри очень атмосферно… зимой со снегом.",positive,atmosphere,Mariia,12 ноября 2021,yes,NA,2021-11-12,2021,2021-11,5
DAA,YandexMaps,5,"Отличное место, внутри очень атмосферно… зимой со снегом.",positive,seasonal,Mariia,12 ноября 2021,yes,NA,2021-11-12,2021,2021-11,5
DAA,YandexMaps,5,Отличное место для мероприятий,positive,events_venue,Mariia,7 ноября 2021,yes,NA,2021-11-07,2021,2021-11,5
DAA,YandexMaps,5,"Всё для интерьера в одном месте… быстро решить вопросы, всё из первых рук.",positive,remodeling,Mariia,6 ноября 2021,yes,NA,2021-11-06,2021,2021-11,5
DAA,YandexMaps,5,"Всё для интерьера в одном месте… быстро решить вопросы, всё из первых рук.",positive,one_stop_shop,Mariia,6 ноября 2021,yes,NA,2021-11-06,2021,2021-11,5
DAA,YandexMaps,5,"Всё для интерьера в одном месте… быстро решить вопросы, всё из первых рук.",positive,service_quality,Mariia,6 ноября 2021,yes,NA,2021-11-06,2021,2021-11,5
DAA,YandexMaps,3,Набор странных магазинов… но есть интересные светильники по адекватным ценам. Парковка отличная.,mixed,showrooms,Mariia,4 ноября 2021,yes,NA,2021-11-04,2021,2021-11,3
DAA,YandexMaps,3,Набор странных магазинов… но есть интересные светильники по адекватным ценам. Парковка отличная.,mixed,pricing_mixed,Mariia,4 ноября 2021,yes,NA,2021-11-04,2021,2021-11,3
DAA,YandexMaps,3,Набор странных магазинов… но есть интересные светильники по адекватным ценам. Парковка отличная.,mixed,parking,Mariia,4 ноября 2021,yes,NA,2021-11-04,2021,2021-11,3
DAA,YandexMaps,5,Лофт-пространство. Кофейня и несколько модных магазинов.,positive,loft,Mariia,1 ноября 2021,yes,NA,2021-11-01,2021,2021-11,5
DAA,YandexMaps,5,Лофт-пространство. Кофейня и несколько модных магазинов.,positive,cafes,Mariia,1 ноября 2021,yes,NA,2021-11-01,2021,2021-11,5
DAA,YandexMaps,5,Лофт-пространство. Кофейня и несколько модных магазинов.,positive,retail,Mariia,1 ноября 2021,yes,NA,2021-11-01,2021,2021-11,5
DAA,YandexMaps,3,Весьма неясное заведение… всё закрыто… на стойке информации грубо.,negative,weekend_closure,Mariia,28 октября 2021,yes,NA,2021-10-28,2021,2021-10,3
DAA,YandexMaps,3,Весьма неясное заведение… всё закрыто… на стойке информации грубо.,negative,service_issue,Mariia,28 октября 2021,yes,NA,2021-10-28,2021,2021-10,3
DAA,YandexMaps,3,Весьма неясное заведение… всё закрыто… на стойке информации грубо.,negative,communication,Mariia,28 октября 2021,yes,NA,2021-10-28,2021,2021-10,3
DAA,YandexMaps,4,"Проблемная парковка/выезд… ремонт дороги, шлагбаум то работает, то нет.",negative,parking_issue,Mariia,27 октября 2021,yes,NA,2021-10-27,2021,2021-10,4
DAA,YandexMaps,4,"Проблемная парковка/выезд… ремонт дороги, шлагбаум то работает, то нет.",negative,access,Mariia,27 октября 2021,yes,NA,2021-10-27,2021,2021-10,4
DAA,YandexMaps,4,"Проблемная парковка/выезд… ремонт дороги, шлагбаум то работает, то нет.",negative,road_works,Mariia,27 октября 2021,yes,NA,2021-10-27,2021,2021-10,4
DAA,YandexMaps,4,"Проблемная парковка/выезд… ремонт дороги, шлагбаум то работает, то нет.",negative,safety_visibility,Mariia,27 октября 2021,yes,NA,2021-10-27,2021,2021-10,4
DAA,YandexMaps,5,"Очень атмосферное место… вкусный кофе, удобное расположение.",positive,atmosphere,Mariia,26 октября 2021,yes,NA,2021-10-26,2021,2021-10,5
DAA,YandexMaps,5,"Очень атмосферное место… вкусный кофе, удобное расположение.",positive,cafes,Mariia,26 октября 2021,yes,NA,2021-10-26,2021,2021-10,5
DAA,YandexMaps,5,"Очень атмосферное место… вкусный кофе, удобное расположение.",positive,location,Mariia,26 октября 2021,yes,NA,2021-10-26,2021,2021-10,5
DAA,YandexMaps,5,Есть парковка,positive,parking,Mariia,23 октября 2021,yes,NA,2021-10-23,2021,2021-10,5
DAA,YandexMaps,3,"Красивое здание ночью, днём пустовато и странно.",mixed,architecture_night,Mariia,20 октября 2021,yes,NA,2021-10-20,2021,2021-10,3
DAA,YandexMaps,3,"Красивое здание ночью, днём пустовато и странно.",mixed,atmosphere_mixed,Mariia,20 октября 2021,yes,NA,2021-10-20,2021,2021-10,3
DAA,YandexMaps,5,Отличное бизнес-пространство и шоурумы!!!,positive,offices,Mariia,20 октября 2021,yes,NA,2021-10-20,2021,2021-10,5
DAA,YandexMaps,5,Отличное бизнес-пространство и шоурумы!!!,positive,showrooms,Mariia,20 октября 2021,yes,NA,2021-10-20,2021,2021-10,5
DAA,YandexMaps,5,"Была на маркетплейсе, классное новенькое местечко",positive,events_market,Mariia,18 октября 2021,yes,NA,2021-10-18,2021,2021-10,5
DAA,YandexMaps,5,"Была на маркетплейсе, классное новенькое местечко",positive,atmosphere,Mariia,18 октября 2021,yes,NA,2021-10-18,2021,2021-10,5
DAA,YandexMaps,5,"Большой выбор, приятный персонал…",positive,showrooms,Mariia,15 октября 2021,yes,NA,2021-10-15,2021,2021-10,5
DAA,YandexMaps,5,"Большой выбор, приятный персонал…",positive,service_quality,Mariia,15 октября 2021,yes,NA,2021-10-15,2021,2021-10,5
DAA,YandexMaps,5,Отличное арт-пространство! Атмосфера на высоте.,positive,art_space,Mariia,15 октября 2021,yes,NA,2021-10-15,2021,2021-10,5
DAA,YandexMaps,5,Отличное арт-пространство! Атмосфера на высоте.,positive,atmosphere,Mariia,15 октября 2021,yes,NA,2021-10-15,2021,2021-10,5
DAA,YandexMaps,5,Хорошее место для проведения выставок!,positive,exhibitions,Mariia,10 октября 2021,yes,NA,2021-10-10,2021,2021-10,5
DAA,YandexMaps,5,Хорошее место для проведения выставок!,positive,events_venue,Mariia,10 октября 2021,yes,NA,2021-10-10,2021,2021-10,5
DAA,YandexMaps,5,"Прекрасно провести время, посмотреть новинки дизайна.",positive,design_trends,Mariia,9 октября 2021,yes,NA,2021-10-09,2021,2021-10,5
DAA,YandexMaps,5,"Прекрасно провести время, посмотреть новинки дизайна.",positive,leisure,Mariia,9 октября 2021,yes,NA,2021-10-09,2021,2021-10,5
DAA,YandexMaps,5,Очень круто оформлено пространство,positive,atmosphere,Mariia,9 октября 2021,yes,NA,2021-10-09,2021,2021-10,5
DAA,YandexMaps,5,Очень круто оформлено пространство,positive,design,Mariia,9 октября 2021,yes,NA,2021-10-09,2021,2021-10,5
DAA,YandexMaps,4,Отличное помещение для своеобразных мероприятий.,positive,events_venue,Mariia,30 сентября 2021,yes,NA,2021-09-30,2021,2021-09,4
DAA,YandexMaps,5,Неплохое место для конференций,positive,events_conference,Mariia,21 сентября 2021,yes,NA,2021-09-21,2021,2021-09,5
DAA,YandexMaps,3,"Многие фирмы съехали, а информации об этом нет.",negative,tenant_turnover,Mariia,20 сентября 2021,yes,NA,2021-09-20,2021,2021-09,3
DAA,YandexMaps,3,"Многие фирмы съехали, а информации об этом нет.",negative,info_outdated,Mariia,20 сентября 2021,yes,NA,2021-09-20,2021,2021-09,3
DAA,YandexMaps,3,"Проблемы с парковкой внутри… перекрыли набережную, мест стало меньше.",negative,parking_issue,Mariia,20 сентября 2021,yes,NA,2021-09-20,2021,2021-09,3
DAA,YandexMaps,3,"Проблемы с парковкой внутри… перекрыли набережную, мест стало меньше.",negative,access_change,Mariia,20 сентября 2021,yes,NA,2021-09-20,2021,2021-09,3
DAA,YandexMaps,5,Лучшее место для воплощения смелых идей!,positive,inspiration,Mariia,17 сентября 2021,yes,NA,2021-09-17,2021,2021-09,5
DAA,YandexMaps,5,Лучшее место для воплощения смелых идей!,positive,creative,Mariia,17 сентября 2021,yes,NA,2021-09-17,2021,2021-09,5
DAA,YandexMaps,5,Атмосферное место,positive,atmosphere,Mariia,13 сентября 2021,yes,NA,2021-09-13,2021,2021-09,5
DAA,YandexMaps,5,Хорошая компания. Очень аккуратно делают монтаж и рейки топ.,positive,tenant_review,Mariia,13 сентября 2021,yes,NA,2021-09-13,2021,2021-09,5
DAA,YandexMaps,5,Хорошая компания. Очень аккуратно делают монтаж и рейки топ.,positive,service_quality,Mariia,13 сентября 2021,yes,NA,2021-09-13,2021,2021-09,5
DAA,YandexMaps,5,"Пара кафе, много дизайнерских магазинов, как в музее.",positive,cafes,Mariia,10 сентября 2021,yes,NA,2021-09-10,2021,2021-09,5
DAA,YandexMaps,5,"Пара кафе, много дизайнерских магазинов, как в музее.",positive,showrooms,Mariia,10 сентября 2021,yes,NA,2021-09-10,2021,2021-09,5
DAA,YandexMaps,5,"Пара кафе, много дизайнерских магазинов, как в музее.",positive,leisure_walk,Mariia,10 сентября 2021,yes,NA,2021-09-10,2021,2021-09,5
DAA,YandexMaps,5,"Рекомендую посетить… техника для кухни, интерьеры… парковка недорого.",positive,showrooms,Mariia,8 сентября 2021,yes,NA,2021-09-08,2021,2021-09,5
DAA,YandexMaps,5,"Рекомендую посетить… техника для кухни, интерьеры… парковка недорого.",positive,appliances,Mariia,8 сентября 2021,yes,NA,2021-09-08,2021,2021-09,5
DAA,YandexMaps,5,"Рекомендую посетить… техника для кухни, интерьеры… парковка недорого.",positive,parking,Mariia,8 сентября 2021,yes,NA,2021-09-08,2021,2021-09,5
DAA,YandexMaps,5,Галерея мебели Teak House… без покупки не уйдёшь.,positive,furniture_gallery,Mariia,4 сентября 2021,yes,NA,2021-09-04,2021,2021-09,5
DAA,YandexMaps,5,Галерея мебели Teak House… без покупки не уйдёшь.,positive,showroom,Mariia,4 сентября 2021,yes,NA,2021-09-04,2021,2021-09,5
DAA,YandexMaps,5,"Очень уютное пространство… завтраки, десерты, парковка… мастерские и магазинчики.",positive,atmosphere,Mariia,2 сентября 2021,yes,NA,2021-09-02,2021,2021-09,5
DAA,YandexMaps,5,"Очень уютное пространство… завтраки, десерты, парковка… мастерские и магазинчики.",positive,cafes,Mariia,2 сентября 2021,yes,NA,2021-09-02,2021,2021-09,5
DAA,YandexMaps,5,"Очень уютное пространство… завтраки, десерты, парковка… мастерские и магазинчики.",positive,parking,Mariia,2 сентября 2021,yes,NA,2021-09-02,2021,2021-09,5
DAA,YandexMaps,5,"Очень уютное пространство… завтраки, десерты, парковка… мастерские и магазинчики.",positive,workshops,Mariia,2 сентября 2021,yes,NA,2021-09-02,2021,2021-09,5
DAA,YandexMaps,5,"Очень уютное пространство… завтраки, десерты, парковка… мастерские и магазинчики.",positive,showrooms,Mariia,2 сентября 2021,yes,NA,2021-09-02,2021,2021-09,5
DAA,YandexMaps,4,"Это же бывший Артплей и в сравнении с Москвой проигрывает по всем фронтам. ""Походить и что-то выбрать"" не про это место. Выбор небольшой, на каждую категорию в лучшем случае 1-2 предложения.…",negative,comparison,Mariia,2022-05-10 00:00:00,yes,NA,2022-05-10,2022,2022-05,4
DAA,YandexMaps,4,"Это же бывший Артплей и в сравнении с Москвой проигрывает по всем фронтам. ""Походить и что-то выбрать"" не про это место. Выбор небольшой, на каждую категорию в лучшем случае 1-2 предложения.…",negative,limitedchoice,Mariia,2022-05-10 00:00:00,yes,NA,2022-05-10,2022,2022-05,4
